Input Term,Input Definitions,isAcronym,Extracted Term,isDescription,Description,Context
electroluminescence,"Emission of light caused by an application of electric fields to solids or gases. In gas electroluminescence, light is emitted when the kinetic energy of electron or ions accelerated in an electric field is transferred to the atoms or molecules of the gas in which the discharge takes place. Used for electroluminescent lamps.",False,,False,,
electrolysis,The production of chemical changes by the passage of current through an electrolyte.,False,,False,,
electrolyte metabolism,,False,,False,,
electrolytes,,False,,False,,
electrolytic cells,"Unit apparatus in which electrochemical reactions are produced by applying electrical energy, or which supply electrical energy as a result of chemical reactions and which include two or more electrodes and one or more electrolytes contained in a suitable vessel. Used for galvanic cells.",False,,False,,
electrolytic polarization,,False,,False,,
electromagnetic absorption,,False,,False,,
electromagnetic acceleration,The use of perpendicular components of electric and magnetic fields to accelerate a current carrier.,False,,False,,
electromagnetic compatibility,,False,,False,,
electromagnetic coupling,,False,,False,,
electromagnetic environment experiment,Shuttleborne radio frequency experiment.,False,,False,,
electromagnetic fields,,False,,False,,
electromagnetic hammers,,False,,False,,
electromagnetic interactions,,False,,False,,
electromagnetic interference,,False,,False,,
electromagnetic measurement,,False,,False,,
electromagnetic missiles,,False,,False,,
electromagnetic noise,,False,,False,,
electromagnetic noise measurement,,False,,False,,
electromagnetic properties,,False,,False,,
electromagnetic propulsion,,False,,False,,
electromagnetic pulses,,False,,False,,
electromagnetic pumps,,False,,False,,
electromagnetic radiation,"Energy propagated through space or through material media in the form of an advancing disturbance in electric and magnetic fields existing in space or in media. The term radiation, alone, is used commonly for this type of energy, although it actually has a broader meaning. Used for electromagnetic waves and wave radiation.",False,,False,,
electromagnetic scattering,,False,,False,,
electromagnetic shielding,,False,,False,,
electromagnetic spectra,"Spectra of known electromagnetic radiations, extending from the shortest cosmic rays, through gamma rays, x rays, ultraviolet radiation, visible radiation, and including microwave and all other wavelengths of radio energy.",False,,False,,
electromagnetic surface waves,,False,,False,,
electromagnetic wave filters,,False,,False,,
electromagnetic wave transmission,,False,,False,,
electromagnetism,Magnetism produced by an electric current. The science dealing with the physical relations between electricity and magnetism. Used for electromagnetics.,False,,False,,
electromagnets,,False,,False,,
electromechanical devices,,False,,False,,
electromechanics,,False,,False,,
electrometers,Instruments for measuring differences of electric potential.,False,,False,,
electromigration,,False,,False,,
electromotive forces,"Forces capable of maintaining a potential difference, and thus a current, within a circuit. They can be established by chemical action or by mechanical work.",False,,False,,
electromyography,The study of the response of a muscle to an electric stimulation. Used for electromyograms and electromyographs.,False,,False,,
electron acceleration,The acceleration of electrons by action of solar cosmic rays.,False,,False,,
electron accelerators,,False,,False,,
electron affinity,,False,,False,,
electron attachment,,False,,False,,
electron avalanche,"The process in which a relatively small number of free electrons in a gas that is subjected to a strong electric field accelerate, ionize gas atoms by collision, and thus form new free electrons to undergo the same process in cumulative fashion.",False,,False,,
electron beam welding,,False,,False,,
electron beams,"Specifically, focused streams of electrons used for neutralization of the positively charged ion beam in an ion engine. Also used to melt or weld materials with externally high melting points.",False,,False,,
electron bombardment,,False,,False,,
electron bunching,,False,,False,,
electron capture,,False,,False,,
electron clouds,,False,,False,,
electron counters,,False,,False,,
electron cyclotron heating,A type of radio frequency plasma heating in which high-power microwave energy is introduced into the plasma region.,False,,False,,
electron cyclotron resonance,,False,,False,,
electron decay rate,,False,,False,,
electron density (concentration),,False,,False,,
electron density profiles,,False,,False,,
electron diffraction,"The phenomenon, or the technique of producing diffraction patterns through the incidence of electrons as a function of kinetic energy.",False,,False,,
electron diffusion,,False,,False,,
electron distribution,,False,,False,,
electron emission,,False,,False,,
electron energy,,False,,False,,
electron flux density,,False,,False,,
electron gas,,False,,False,,
electron guns,"Electrode structures which produce and may control, focus, deflect, and converge one or more electron beams.",False,,False,,
electron-hole drops,Exciton condensations exhibiting the properties of electrically conducting plasmas which form in germanium and silicon crystals at sufficiently low cryogenic temperatures.,False,,False,,
electron impact,,False,,False,,
electron-ion recombination,,False,,False,,
electron irradiation,,False,,False,,
electron mass,,False,,False,,
electron microscopes,,False,,False,,
electron microscopy,The interpretive application of an electron microscope for the magnification of materials that cannot be properly seen with an optical microscope.,False,,False,,
electron mobility,,False,,False,,
electron optics,"The science that deals with the propagation of electrons, as light optics deals with light and its phenomena.",False,,False,,
electron orbitals,,False,,False,,
electron oscillations,,False,,False,,
electron paramagnetic resonance,,False,,False,,
electron phonon interactions,,False,,False,,
electron photography,,False,,False,,
electron photon cascades,,False,,False,,
electron plasma,,False,,False,,
electron-positron pairs,,False,,False,,
electron-positron plasmas,,False,,False,,
electron precipitation,,False,,False,,
electron pressure,,False,,False,,
electron probes,Narrow beams of electrons used to scan or illuminate an object or screen.,False,,False,,
electron pumping,,False,,False,,
electron radiation,,False,,False,,
electron recombination,,False,,False,,
electron runaway (plasma physics),High acceleration of electrons in a collisional plasma caused by a suddenly applied electric field (which greatly reduces the collision cross section of the electrons).,False,,False,,
electron scattering,,False,,False,,
electron sources,,False,,False,,
electron spectroscopy,"The study and interpretation of atomic, molecular, and solid state structure based on x ray induced electron emission from substances.",False,,False,,
electron spin,,False,,False,,
electron states,,False,,False,,
electron trajectories,The paths of electrons. Used for electron paths.,False,,False,,
