,TermUpper,Term,Definitions,Acronym,Source
0,COPERNICUS - MARINE ENVIRONMENT MONITORING SERVICE,Copernicus - Marine Environment Monitoring Service,"The Copernicus Marine Service has been designed to respond to issues emerging in the environmental, business and scientific sectors. Using information from both satellite and in situ observations, it provides state-of-the-art analyses and forecasts daily, which offer an unprecedented capability to observe, understand and anticipate marine environment events.",Copernicus CMEMS,GCMD projects
0,GLOBAL LEARNING AND OBSERVATIONS TO BENEFIT THE ENVIRONMENT,Global Learning and Observations to Benefit the Environment,,GLOBE,GCMD providers
0,GLOBAL LEARNING AND OBSERVATIONS TO BENEFIT THE ENVIRONMENT,Global Learning and Observations to Benefit the Environment,"Global Learning and Observations to Benefit the Environment (GLOBE) is
a worldwide network of students, teachers and scientists working
together to study and understand the global environment.  The GLOBE
goals are to increase environmental awareness of individuals throughout
the world, to contribute to a better scientific understanding of the
Earth, and to help all students reach higher levels of achievement in
science and mathematics.
The GLOBE program is hands-on. Students make environmental
observations at or near their schools, report their data to a GLOBE
processing facility, receive and use global images created from their
data, and study environmental topics in their classrooms.  The data
acquired by students are used worldwide by environmental scientists in
their research to improve understanding of the global environment.
GLOBE is managed by an interagency team that includes the National
Oceanic and Atmospheric Administration (NOAA), the National
Aeronautics and Space Administration (NASA), the National Science
Foundation (NSF), the Environmental Protection Agency (EPA), and the
Departments of Education and State.  GLOBE leadership also includes
the Office on Environmental Policy and the Office of Science and
Technology Policy in the Executive Office of the President.  NOAA is
the lead agency for GLOBE.
More information can be found on the WWW at http://www.globe.gov
[This information was obtained from the GLOBE WWW pages.]",GLOBE,GCMD projects
0,GULF OF MAINE COUNCIL ON THE MARINE ENVIRONMENT,Gulf of Maine Council on the Marine Environment,,GOMC,GCMD providers
0,GULF OF MAINE COUNCIL ON THE MARINE ENVIRONMENT,Gulf of Maine Council on the Marine Environment,"The Gulf of Maine Council on the Marine Environment is a U.S.-Canadian partnership of government and non-government organizations working to maintain and enhance environmental quality in the Gulf of Maine to allow for sustainable resource use by existing and future generations. We organize conferences and workshops; offer grants and recognition awards; conduct environmental monitoring; provide science translation to management; raise public awareness about the Gulf; and connect people, organizations, and information. 

Information provided by http://www.gulfofmaine.org/council/",GOMC,GCMD projects
0,GLOBAL PRECIPITATION CLIMATOLOGY CENTRE,Global Precipitation Climatology Centre,"The Global Precipitation Climatology Centre (GPCC) provides global precipitation analyses for monitoring and research of the earths climate.  The centre is a German contribution to the World Climate Research Programme (WCRP) and to the Global Climate Observing System (GCOS).

More Information:
http://gpcc.dwd.de/",GPCC,GCMD providers
0,GLOBAL PRECIPITATION CLIMATOLOGY CENTRE,Global Precipitation Climatology Centre,"The GPCC is hosted and funded by Deutscher Wetterdienst DWD
            (German Weather Service) as a German contribution to the World
            Climate Research Programme. The centre was established in 1988
            on request of WMO as a component of the international Global
            Precipitation Climatology Project (GPCP) and has various
            international co-operations.
      
            The task of the Global Precipitation Climatology Project (GPCP)
            is to provide the climate research community with gridded
            datasets of monthly precipitation totals based on observational
            data. The specific GPCC functions are defined by the
            Implementation and Data Management Plan for the Global
            Precipitation Climatology Project (WCRP 1990, WMO/TD-No. 367)
            and comprise:
      
      1. Acquisition, collection, and organized storage of precipitation
         data from surface-based networks;
      
      2. Quality-control and assessment of the collected resp. used data,
         correction of errors;
      
      3. Calculation of gridded area-mean monthly precipitation for the
         earths landsurface;
      
      4. Error assessment for the precipitation totals on the individual
         gridcell;
      
      5. Combination of the gridded monthly precipitation data from
         surface-based and satellite observations (this item is performed
         jointly by all GPCP components).
      
            First steps are taken to derive daily precipitation totals based
            on GTS - SYNOP data.
      
            New GPCC functions have been defined in the framework of the
            Arctic Climate System Study (ACSYS):
      
            1. Development of an Arctic Precipitation Data Archive (APDA)
               including daily precipitation and snow depth data;
      
            2. Calculation of area-mean precipitation series for Arctic river
               basins.
      
            GPCC also performs intercomparison studies for gridded
            precipitation datasets from different sources (surface or
            satellite based observations, model results, climatologies from
            various authors).  Furthermore, the GPCC applies its analysis
            system for special studies, e.g on the Oder River floading in
            July 1997 or the El-Nino precipitation anomalies in winter
            1997/1998.
      
            For more information, link to http://gpcc.dwd.de/",GPCC,GCMD projects
0,INTER-AMERICAN INSTITUTE FOR GLOBAL CHANGE RESEARCH,Inter-American Institute for Global Change Research,"The IAI is an intergovernmental organization supported by 19 countries in the Americas dedicated to pursuing the principles of scientific excellence, international cooperation, and the full and open exchange of scientific information to increase the understanding of global change phenomena and their socio-economic implications.

Summary Provided By:

http://www.iai.int/index.php?option=com_content&task=blogsection&id=5&Itemid=42",IAI,GCMD providers
0,INTER-AMERICAN INSTITUTE FOR GLOBAL CHANGE RESEARCH,Inter-American Institute for Global Change Research,"The Inter-American Institute for Global Change Research Data and Information
System (IAIDIS) is a distributed database system based on the Internet, with
the following main objectives:

1) Disseminate global change research information produced by the IAI, and
other affiliated institutions

2) Contribute for the standardization and exchange of scientific data between
different institutions.

The intention of the IAI is to create a distributed network of Data and
Information Systems throughout the Americas, with one Coordinator Node located
at the IAI Directorate, and other nodes (National Nodes) located in the IAI
member countries.

Website: http://disbr1.iai.int/

[Summary provided by IAIDIS.]",IAI-DIS,GCMD projects
0,INTERGOVERNMENTAL PANEL ON CLIMATE CHANGE,Intergovernmental Panel on Climate Change,,IPCC,GCMD providers
0,INTERGOVERNMENTAL PANEL ON CLIMATE CHANGE,Intergovernmental Panel on Climate Change,"The Intergovernmental Panel on Climate Change (IPCC) was established by WMO and
UNEP to assess scientific, technical and socio-economic information relevant
for the understanding of climate change, its potential impacts and options for
adaptation and mitigation.  

The IPCC does not carry out research nor does it monitor climate related data
or other relevant parameters. It bases its assessment mainly on peer reviewed
and published scientific/technical literature. Its role, organization,
participation and general procedures are laid down in the Principles Governing
IPCC Work.

The IPCC has three Working Groups and a Task Force

-Working Group I assesses the scientific aspects of the climate system and
climate change.

-Working Group II assesses the vulnerability of socio-economic and natural
systems to climate change, negative and positive consequences of climate
change, and options for adapting to it.

-Working Group III assesses options for limiting greenhouse gas emissions
and otherwise mitigating climate change.

-The Task Force on National Greenhouse Gas Inventories is responsible for
the IPCC National Greenhouse Gas Inventories Programme.

Website: http://www.ipcc.ch/

[Summary provided by the WMS.]",IPCC,GCMD projects
0,UNITED STATES JOINT GLOBAL OCEAN FLUX STUDY,United States Joint Global Ocean Flux Study,"The U.S. JGOFS program, a component of the U.S Global Change Research Program, grew out of the recommendations of a National Academy of Sciences workshop in 1984. The international program, which has more than 30 participating nations, began three years later under the auspices of the Scientific Committee on Oceanic Research (SCOR). In 1989, JGOFS became a core program of the International Geosphere-Biosphere Programme (IGBP).

Summary Provided By:

http://www1.whoi.edu/jgofMission.html",JGOFS/US_JGOFS,GCMD providers
0,UNITED STATES JOINT GLOBAL OCEAN FLUX STUDY,United States Joint Global Ocean Flux Study,"The United States Joint Global Ocean Flux Study was a national component of international JGOFS and an integral part of global climate change research.

The U.S. launched the Joint Global Ocean Flux Study (JGOFS) in the late 1980s to study the ocean carbon cycle. An ambitious goal was set to understand the controls on the concentrations and fluxes of carbon and associated nutrients in the ocean. A new field of ocean biogeochemistry emerged with an emphasis on quality measurements of carbon system parameters and interdisciplinary field studies of the biological, chemical and physical process which control the ocean carbon cycle. As we studied ocean biogeochemistry, we learned that our simple views of carbon uptake and transport were severely limited, and a new wave of ocean science was born. U.S. JGOFS has been supported primarily by the U.S. National Science Foundation in collaboration with the National Oceanic and Atmospheric Administration, the National Aeronautics and Space Administration, the Department of Energy and the Office of Naval Research. U.S. JGOFS, ended in 2005 with the conclusion of the Synthesis and Modeling Project (SMP).",U.S.JGOFS,GCMD projects
0,NEUTRON MONITOR DATABASE,Neutron Monitor DataBase,,NMDB,GCMD providers
0,NEUTRON MONITOR DATABASE,Neutron Monitor Database,"NMDB is a database created by teams from 12 different countries, funded in 2008-09 by the European Union’s 7th Framework Programme. All neutron monitors operated in Europe and some neighbouring countries pool their data to make them available in real-time and provide easy-to use data products to scientists and other users.

http://www.nmdb.eu/sites/default/files/NMDB_Brochure_4.pdf

http://www.nmdb.eu/",NMDB,GCMD projects
0,UNITED NATIONS FRAMEWORK CONVENTION ON CLIMATE CHANGE,United Nations Framework Convention on Climate Change,,UNFCCC,GCMD providers
0,UNITED NATIONS FRAMEWORK CONVENTION ON CLIMATE CHANGE,United Nations Framework Convention on Climate Change,"Over a decade ago, most countries joined an international treaty - the United Nations Framework Convention on Climate Change (UNFCCC) - to begin to consider what can be done to reduce global warming and to cope with whatever temperature increases are inevitable. Recently, a number of nations have approved an addition to the treaty: the Kyoto Protocol, which has more powerful (and legally binding) measures. The UNFCCC secretariat supports all institutions involved in the climate change process, particularly the COP, the subsidiary bodies and their Bureau. 

URL: http://unfccc.int/2860.php",UNFCCC,GCMD projects
